timestamp,station_id,location_type,vehicle_id,vehicle_type,arrival_time,charging_start_time,charging_end_time,waiting_time,battery_capacity_kwh,initial_soc,final_soc,energy_consumed_kwh,charging_power_kw,charging_duration,queue_length,station_load,electricity_price,renewable_energy_ratio,traffic_density,weather_condition,day_of_week,time_slot,charging_demand,assigned_charger_id,charging_priority,optimization_reward
2025-01-26 05:15:00,ST016,Urban,EV12421,Bus,2025-01-26 05:15:00,2025-01-26 05:29:00,2025-01-26 07:11:00,14,30,39.37906103,100.0,18.18628169,11,102.0,3,29.06092253,14.45,0.399264328,Low,Cloudy,Sunday,Off-Peak,33.82362316,CH3,Medium,-9.334254652
2025-01-26 05:30:00,ST017,Urban,EV12422,Two-Wheeler,2025-01-26 05:30:00,2025-01-26 05:32:00,2025-01-26 08:11:00,2,60,50.32001801,99.17635871,29.31380442,11,159.0,4,27.13060872,5.56,0.134567746,Low,Cloudy,Sunday,Off-Peak,23.20927147,CH3,High,-5.389089353
2025-01-26 05:45:00,ST010,Highway,EV12423,Car,2025-01-26 05:45:00,2025-01-26 05:55:00,2025-01-26 06:25:00,10,40,50.24294577,100.0,19.90282169,50,30.0,2,14.64634032,9.54,0.155534751,Low,Cloudy,Sunday,Off-Peak,11.56731202,CH4,Low,-9.263225543
2025-01-26 06:00:00,ST014,Urban,EV12424,Bus,2025-01-26 06:00:00,2025-01-26 06:09:00,2025-01-26 08:22:00,9,75,32.37732407,97.80090755,49.06768761,22,133.0,8,37.58928899,11.78,0.370453227,Low,Cloudy,Sunday,Off-Peak,33.9429642,CH8,High,-9.404260985
2025-01-26 06:15:00,ST011,Urban,EV12425,Car,2025-01-26 06:15:00,2025-01-26 06:24:00,2025-01-26 08:29:00,9,30,30.10463747,100.0,20.96860876,11,125.0,3,31.07087185,14.11,0.127630713,Low,Clear,Sunday,Off-Peak,29.71642674,CH1,High,-12.88525298
2025-01-26 06:30:00,ST011,Urban,EV12426,Car,2025-01-26 06:30:00,2025-01-26 06:43:00,2025-01-26 09:15:00,13,40,32.49447025,100.0,27.0022119,11,152.0,1,19.08232363,10.55,0.108875255,Low,Rainy,Sunday,Off-Peak,20.35874165,CH5,High,-14.05020707
2025-01-26 06:45:00,ST020,Highway,EV12427,Two-Wheeler,2025-01-26 06:45:00,2025-01-26 06:52:00,2025-01-26 12:59:00,7,75,10.48629376,100.0,67.13527968,11,367.0,5,20.01009738,11.95,0.34283898,Low,Cloudy,Sunday,Off-Peak,22.03112318,CH10,Medium,-3.216850074
2025-01-26 07:00:00,ST018,Highway,EV12428,Bus,2025-01-26 07:00:00,2025-01-26 07:06:00,2025-01-26 07:35:00,6,40,28.53510903,90.81826123,24.91326088,50,29.0,2,96.37922087,9.32,0.112012384,High,Rainy,Sunday,Peak,91.55286163,CH1,Medium,-22.91547265
2025-01-26 07:15:00,ST011,Highway,EV12429,Bus,2025-01-26 07:15:00,2025-01-26 07:32:00,2025-01-26 09:14:00,17,60,37.02765591,99.66739092,37.583841,22,102.0,5,75.27880311,8.62,0.357839733,High,Cloudy,Sunday,Peak,79.66668575,CH3,Medium,-23.82056862
2025-01-26 07:30:00,ST016,Urban,EV12430,Two-Wheeler,2025-01-26 07:30:00,2025-01-26 07:42:00,2025-01-26 09:19:00,12,30,39.1373737,98.91130153,17.93217835,11,97.0,6,74.91063506,14.69,0.290833617,High,Rainy,Sunday,Peak,76.83581015,CH3,High,-21.2571185
2025-01-26 07:45:00,ST013,Highway,EV12431,Bus,2025-01-26 07:45:00,2025-01-26 07:51:00,2025-01-26 09:54:00,6,60,26.96643751,100.0,43.82013749,22,123.0,6,100.0,6.26,0.128976169,High,Clear,Sunday,Peak,103.0340783,CH10,Low,-25.13071493
2025-01-26 08:00:00,ST016,Highway,EV12432,Car,2025-01-26 08:00:00,2025-01-26 08:11:00,2025-01-26 08:57:00,11,60,42.6314818,100.0,34.42111092,50,46.0,5,78.33857714,12.53,0.181371169,High,Clear,Sunday,Peak,79.63701611,CH9,Medium,-23.72658035
2025-01-26 08:15:00,ST010,Highway,EV12433,Bus,2025-01-26 08:15:00,2025-01-26 08:27:00,2025-01-26 13:23:00,12,60,41.42913983,98.98773701,34.53515831,7,296.0,6,67.58916613,6.47,0.389664075,High,Cloudy,Sunday,Peak,67.21013438,CH8,Low,-16.82791097
2025-01-26 08:30:00,ST005,Urban,EV12434,Two-Wheeler,2025-01-26 08:30:00,2025-01-26 08:39:00,2025-01-26 10:21:00,9,40,11.20703886,100.0,35.51718446,22,102.0,5,79.21170627,6.64,0.242037506,High,Cloudy,Sunday,Peak,81.51284065,CH10,Medium,-20.08121608
2025-01-26 08:45:00,ST014,Urban,EV12435,Bus,2025-01-26 08:45:00,2025-01-26 08:59:00,2025-01-26 09:28:00,14,30,14.89845452,96.03523129,24.34103303,50,29.0,9,89.80664736,14.86,0.390415419,High,Rainy,Sunday,Peak,88.95481861,CH8,Low,-24.74886691
2025-01-26 09:00:00,ST013,Urban,EV12436,Bus,2025-01-26 09:00:00,2025-01-26 09:04:00,2025-01-26 10:11:00,4,40,42.31965258,100.0,23.07213897,22,67.0,1,91.35391694,14.15,0.37998205,High,Rainy,Sunday,Peak,92.31725403,CH2,Low,-11.37132188
2025-01-26 09:15:00,ST013,Urban,EV12437,Car,2025-01-26 09:15:00,2025-01-26 09:23:00,2025-01-26 10:59:00,8,40,17.09332931,100.0,33.16266828,22,96.0,1,95.46669035,7.03,0.20694345,High,Clear,Sunday,Peak,100.2647921,CH10,Medium,-21.38503458
2025-01-26 09:30:00,ST006,Urban,EV12438,Two-Wheeler,2025-01-26 09:30:00,2025-01-26 09:39:00,2025-01-26 13:20:00,9,60,32.05028005,99.6229088,40.54357725,11,221.0,8,92.29985191,6.9,0.214799056,High,Cloudy,Sunday,Peak,96.86854007,CH9,Medium,-25.01599872
2025-01-26 09:45:00,ST012,Urban,EV12439,Bus,2025-01-26 09:45:00,2025-01-26 09:57:00,2025-01-26 12:11:00,12,60,12.98311117,95.27483596,49.37503488,22,134.0,1,79.81235263,10.6,0.39772698,High,Rainy,Sunday,Peak,82.37469205,CH5,Medium,-16.53066113
2025-01-26 10:00:00,ST012,Urban,EV12440,Two-Wheeler,2025-01-26 10:00:00,2025-01-26 10:01:00,2025-01-26 11:46:00,1,75,46.66919797,98.2391847,38.67749005,22,105.0,1,87.07045356,5.66,0.440146722,High,Rainy,Sunday,Peak,85.38185595,CH6,High,-5.709689056
2025-01-26 10:15:00,ST018,Highway,EV12441,Car,2025-01-26 10:15:00,2025-01-26 10:25:00,2025-01-26 11:09:00,10,30,33.09870194,87.92001953,16.44639528,22,44.0,0,80.60747835,10.2,0.780154858,High,Cloudy,Sunday,Peak,82.10148303,CH8,Medium,-2.716849941
2025-01-26 10:30:00,ST010,Highway,EV12442,Car,2025-01-26 10:30:00,2025-01-26 10:41:00,2025-01-26 11:35:00,11,30,22.29645522,89.1793234,20.06486045,22,54.0,1,62.34372756,8.38,0.571008862,High,Clear,Sunday,Peak,57.96176996,CH7,Medium,-6.838479658
2025-01-26 10:45:00,ST001,Highway,EV12443,Bus,2025-01-26 10:45:00,2025-01-26 10:56:00,2025-01-26 13:00:00,11,30,27.20387188,100.0,21.83883844,11,124.0,4,86.55616202,12.09,0.754757237,High,Rainy,Sunday,Peak,91.52522617,CH3,High,-7.668515287
2025-01-26 11:00:00,ST004,Highway,EV12444,Two-Wheeler,2025-01-26 11:00:00,2025-01-26 11:05:00,2025-01-26 14:23:00,5,100,29.22091034,100.0,70.77908966,22,198.0,8,39.08403619,10.67,0.548704448,Medium,Rainy,Sunday,Off-Peak,43.00888822,CH7,Medium,-0.355673784
2025-01-26 11:15:00,ST014,Urban,EV12445,Two-Wheeler,2025-01-26 11:15:00,2025-01-26 11:26:00,2025-01-26 18:21:00,11,100,23.76450679,99.94713519,76.1826284,11,415.0,5,57.25330734,13.82,0.474484225,Medium,Clear,Sunday,Off-Peak,62.17857914,CH10,Low,-10.71613472
2025-01-26 11:30:00,ST005,Urban,EV12446,Two-Wheeler,2025-01-26 11:30:00,2025-01-26 11:38:00,2025-01-26 15:08:00,8,30,18.65309746,100.0,24.40407076,7,210.0,4,55.93616748,7.71,0.72216658,Medium,Rainy,Sunday,Off-Peak,57.77058775,CH7,Low,0.477763912
2025-01-26 11:45:00,ST011,Urban,EV12447,Car,2025-01-26 11:45:00,2025-01-26 11:56:00,2025-01-26 12:23:00,11,40,39.19468569,97.05031554,23.14225194,50,27.0,7,60.0775054,6.59,0.680474226,Medium,Rainy,Sunday,Off-Peak,62.58407903,CH8,High,-6.101274296
2025-01-26 12:00:00,ST003,Highway,EV12448,Car,2025-01-26 12:00:00,2025-01-26 12:17:00,2025-01-26 13:23:00,17,30,16.54107131,98.33035366,24.5367847,22,66.0,3,47.53613251,11.87,0.709417674,Medium,Rainy,Sunday,Off-Peak,49.91440578,CH10,High,-6.724696284
2025-01-26 12:15:00,ST013,Urban,EV12449,Car,2025-01-26 12:15:00,2025-01-26 12:16:00,2025-01-26 12:52:00,1,40,20.08066721,95.17884871,30.0392726,50,36.0,7,42.85317417,8.14,0.580937941,Medium,Cloudy,Sunday,Off-Peak,46.36116795,CH6,High,4.357503402
2025-01-26 12:30:00,ST008,Urban,EV12450,Bus,2025-01-26 12:30:00,2025-01-26 12:42:00,2025-01-26 17:26:00,12,60,13.83496083,100.0,51.6990235,11,284.0,3,53.5259323,6.43,0.667079105,Medium,Rainy,Sunday,Off-Peak,55.00557535,CH4,Medium,-4.19281332
2025-01-26 12:45:00,ST005,Highway,EV12451,Car,2025-01-26 12:45:00,2025-01-26 12:53:00,2025-01-26 19:37:00,8,100,26.30629157,100.0,73.69370843,11,404.0,6,55.86496064,9.22,0.692200067,Medium,Clear,Sunday,Off-Peak,58.10674099,CH4,High,-1.406990113
2025-01-26 13:00:00,ST015,Highway,EV12452,Car,2025-01-26 13:00:00,2025-01-26 13:16:00,2025-01-26 17:07:00,16,100,16.06263561,100.0,83.93736439,22,231.0,3,60.1482955,13.4,0.404049023,Medium,Rainy,Sunday,Off-Peak,63.84217136,CH10,Medium,-17.4081884
2025-01-26 13:15:00,ST008,Urban,EV12453,Bus,2025-01-26 13:15:00,2025-01-26 13:21:00,2025-01-26 15:08:00,6,100,10.49002635,100.0,89.50997365,50,107.0,6,47.76614732,10.12,0.704919728,Medium,Rainy,Sunday,Off-Peak,44.99807692,CH2,High,2.594362381
2025-01-26 13:30:00,ST011,Urban,EV12454,Car,2025-01-26 13:30:00,2025-01-26 13:48:00,2025-01-26 16:58:00,18,40,11.5998261,99.07484093,34.99000593,11,190.0,5,50.63288207,14.72,0.661992278,Medium,Cloudy,Sunday,Off-Peak,48.511285,CH2,Low,-10.76680809
2025-01-26 13:45:00,ST002,Highway,EV12455,Two-Wheeler,2025-01-26 13:45:00,2025-01-26 13:49:00,2025-01-26 15:15:00,4,40,24.19323837,100.0,30.32270465,22,86.0,8,56.29631382,5.41,0.705131547,Medium,Cloudy,Sunday,Off-Peak,57.71518959,CH7,Low,1.894683633
2025-01-26 14:00:00,ST014,Highway,EV12456,Two-Wheeler,2025-01-26 14:00:00,2025-01-26 14:10:00,2025-01-26 15:40:00,10,100,26.67012661,100.0,73.32987339,50,90.0,6,57.2316498,7.01,0.463395729,Medium,Rainy,Sunday,Off-Peak,53.00169913,CH2,High,-10.54445808
2025-01-26 14:15:00,ST020,Urban,EV12457,Bus,2025-01-26 14:15:00,2025-01-26 14:20:00,2025-01-26 20:37:00,5,60,25.4037998,98.75240306,44.00916196,7,377.0,2,44.40873808,12.14,0.748238253,Medium,Cloudy,Sunday,Off-Peak,41.23472557,CH1,Medium,7.565399989
2025-01-26 14:30:00,ST013,Urban,EV12458,Bus,2025-01-26 14:30:00,2025-01-26 14:34:00,2025-01-26 17:29:00,4,60,48.55681356,100.0,30.86591186,11,175.0,5,39.52193253,5.44,0.679307693,Medium,Cloudy,Sunday,Off-Peak,41.84452535,CH9,High,5.974844278
2025-01-26 14:45:00,ST015,Highway,EV12459,Car,2025-01-26 14:45:00,2025-01-26 14:53:00,2025-01-26 16:27:00,8,40,18.75868706,100.0,32.49652518,22,94.0,10,59.97468292,7.0,0.507482648,Medium,Clear,Sunday,Off-Peak,59.37431442,CH3,Medium,-9.770457144
2025-01-26 15:00:00,ST019,Urban,EV12460,Two-Wheeler,2025-01-26 15:00:00,2025-01-26 15:17:00,2025-01-26 17:24:00,17,60,21.1697015,99.10260617,46.7597428,22,127.0,2,53.94980058,9.7,0.683452279,Medium,Clear,Sunday,Off-Peak,53.11199739,CH6,Medium,-8.28639174
2025-01-26 15:15:00,ST011,Urban,EV12461,Car,2025-01-26 15:15:00,2025-01-26 15:21:00,2025-01-26 16:26:00,6,60,14.43926378,100.0,51.33644173,50,65.0,6,51.23799802,14.35,0.732634594,Medium,Cloudy,Sunday,Off-Peak,56.15578373,CH4,Medium,2.731438225
2025-01-26 15:30:00,ST004,Highway,EV12462,Two-Wheeler,2025-01-26 15:30:00,2025-01-26 15:46:00,2025-01-26 16:40:00,16,60,27.57308962,100.0,43.45614623,50,54.0,7,38.6784384,10.91,0.548993613,Medium,Rainy,Sunday,Off-Peak,37.54536378,CH2,Medium,-10.76587929
2025-01-26 15:45:00,ST016,Urban,EV12463,Bus,2025-01-26 15:45:00,2025-01-26 15:53:00,2025-01-26 17:11:00,8,30,52.69111873,100.0,14.19266438,11,78.0,2,48.35145189,11.72,0.583758632,Medium,Cloudy,Sunday,Off-Peak,51.60271036,CH5,High,-1.157531428
2025-01-26 16:00:00,ST015,Highway,EV12464,Bus,2025-01-26 16:00:00,2025-01-26 16:01:00,2025-01-26 19:06:00,1,100,27.62016491,95.74006472,68.11989981,22,185.0,8,61.17656403,12.01,0.455785862,Medium,Rainy,Sunday,Off-Peak,62.75393482,CH5,High,-3.56173695
2025-01-26 16:15:00,ST009,Urban,EV12465,Car,2025-01-26 16:15:00,2025-01-26 16:25:00,2025-01-26 18:28:00,10,30,23.34453731,99.03767979,22.70794274,11,123.0,6,43.26434099,13.7,0.650159297,Medium,Clear,Sunday,Off-Peak,38.2788132,CH9,Medium,-2.148089283
2025-01-26 16:30:00,ST001,Urban,EV12466,Bus,2025-01-26 16:30:00,2025-01-26 16:44:00,2025-01-26 17:43:00,14,100,49.13121671,98.39711823,49.26590152,50,59.0,6,63.04432744,10.19,0.621294748,Medium,Rainy,Sunday,Off-Peak,61.36440756,CH6,High,-10.97002304
2025-01-26 16:45:00,ST010,Highway,EV12467,Two-Wheeler,2025-01-26 16:45:00,2025-01-26 16:53:00,2025-01-26 17:28:00,8,30,50.76109271,93.86705257,12.93178796,22,35.0,9,63.57375305,5.12,0.722790961,Medium,Clear,Sunday,Off-Peak,59.92617304,CH10,High,-3.531021774
2025-01-26 17:00:00,ST010,Highway,EV12468,Two-Wheeler,2025-01-26 17:00:00,2025-01-26 17:09:00,2025-01-26 18:33:00,9,40,20.87465914,97.95822764,30.8334274,22,84.0,7,88.09118047,8.58,0.100682086,High,Cloudy,Sunday,Peak,85.87045359,CH5,Low,-27.09777352
2025-01-26 17:15:00,ST005,Urban,EV12469,Two-Wheeler,2025-01-26 17:15:00,2025-01-26 17:28:00,2025-01-26 20:55:00,13,60,59.064483,99.50336421,24.26332873,7,207.0,3,71.06459448,8.54,0.144513487,High,Cloudy,Sunday,Peak,67.63276783,CH7,Medium,-24.37751428
2025-01-26 17:30:00,ST008,Urban,EV12470,Car,2025-01-26 17:30:00,2025-01-26 17:43:00,2025-01-26 18:17:00,13,75,58.42074313,97.09728304,29.00740493,50,34.0,5,76.59981613,5.95,0.372469749,High,Rainy,Sunday,Peak,77.63609655,CH5,Low,-19.64587076
2025-01-26 17:45:00,ST019,Urban,EV12471,Bus,2025-01-26 17:45:00,2025-01-26 17:51:00,2025-01-26 21:19:00,6,60,38.4481568,100.0,36.93110592,11,208.0,2,86.29732704,5.2,0.159348097,High,Cloudy,Sunday,Peak,86.07860676,CH9,High,-19.4790225
2025-01-26 18:00:00,ST017,Highway,EV12472,Bus,2025-01-26 18:00:00,2025-01-26 18:14:00,2025-01-26 18:24:00,14,30,44.10044992,71.8782277,8.333333333,50,10.0,0,84.91200554,6.15,0.138172952,High,Rainy,Sunday,Peak,80.63088445,CH3,Medium,-26.83721255
2025-01-26 18:15:00,ST005,Highway,EV12473,Two-Wheeler,2025-01-26 18:15:00,2025-01-26 18:24:00,2025-01-26 19:28:00,9,60,16.69587943,100.0,49.98247234,50,64.0,5,94.61313939,9.62,0.395306797,High,Cloudy,Sunday,Peak,94.1757004,CH7,Medium,-18.56342398
2025-01-26 18:30:00,ST006,Highway,EV12474,Car,2025-01-26 18:30:00,2025-01-26 18:40:00,2025-01-27 05:51:00,10,100,21.41623315,99.76424356,78.34801041,7,671.0,0,82.27435023,12.56,0.179952951,High,Cloudy,Sunday,Peak,81.10861156,CH7,Low,-21.05628151
2025-01-26 18:45:00,ST003,Highway,EV12475,Car,2025-01-26 18:45:00,2025-01-26 18:56:00,2025-01-26 20:18:00,11,30,51.45404951,100.0,14.56378515,11,82.0,6,72.80199572,5.74,0.135815051,High,Cloudy,Sunday,Peak,69.41217904,CH4,Low,-24.48594761
2025-01-26 19:00:00,ST005,Highway,EV12476,Two-Wheeler,2025-01-26 19:00:00,2025-01-26 19:12:00,2025-01-26 22:00:00,12,75,58.97189698,100.0,30.77107727,11,168.0,3,82.63769376,8.81,0.300258391,High,Rainy,Sunday,Peak,87.38577144,CH2,High,-21.01978703
2025-01-26 19:15:00,ST007,Highway,EV12477,Bus,2025-01-26 19:15:00,2025-01-26 19:20:00,2025-01-26 21:38:00,5,100,49.7426023,100.0,50.2573977,22,138.0,2,80.15399108,13.86,0.21646333,High,Cloudy,Sunday,Peak,81.94853252,CH10,High,-15.53689832
2025-01-26 19:30:00,ST001,Urban,EV12478,Two-Wheeler,2025-01-26 19:30:00,2025-01-26 19:36:00,2025-01-27 04:29:00,6,75,16.41122546,99.34101227,62.1973401,7,533.0,5,85.0976717,9.91,0.272351298,High,Clear,Sunday,Peak,82.96823776,CH6,High,-17.34899539
2025-01-26 19:45:00,ST002,Highway,EV12479,Two-Wheeler,2025-01-26 19:45:00,2025-01-26 19:51:00,2025-01-26 22:26:00,6,40,26.73717335,98.12796868,28.55631813,11,155.0,6,98.52441074,8.46,0.250977425,High,Clear,Sunday,Peak,99.6034539,CH6,High,-21.1755594
2025-01-26 20:00:00,ST003,Highway,EV12480,Two-Wheeler,2025-01-26 20:00:00,2025-01-26 20:23:00,2025-01-27 02:05:00,23,75,46.34831722,99.64771618,39.97454922,7,342.0,6,73.86745611,6.81,0.26584913,High,Rainy,Sunday,Peak,77.91448117,CH9,Low,-32.79801733
2025-01-26 20:15:00,ST002,Highway,EV12481,Two-Wheeler,2025-01-26 20:15:00,2025-01-26 20:18:00,2025-01-27 03:06:00,3,75,35.13606545,98.64307706,47.63025871,7,408.0,9,98.18565462,7.61,0.123416187,High,Rainy,Sunday,Peak,96.63180255,CH4,Low,-23.4346453
2025-01-26 20:30:00,ST009,Urban,EV12482,Two-Wheeler,2025-01-26 20:30:00,2025-01-26 20:45:00,2025-01-26 23:37:00,15,75,12.70577339,97.08211476,63.28225603,22,172.0,5,83.30736902,14.37,0.129190555,High,Rainy,Sunday,Peak,86.2032984,CH4,Low,-30.28575716
2025-01-26 20:45:00,ST015,Urban,EV12483,Car,2025-01-26 20:45:00,2025-01-26 20:59:00,2025-01-26 22:07:00,14,100,42.88553346,100.0,57.11446654,50,68.0,7,67.90555294,5.29,0.199168246,High,Rainy,Sunday,Peak,70.72213513,CH5,High,-25.10606322
2025-01-26 21:00:00,ST009,Urban,EV12484,Two-Wheeler,2025-01-26 21:00:00,2025-01-26 21:05:00,2025-01-26 21:40:00,5,60,41.53186445,91.37886446,29.9082,50,35.0,3,65.04892284,6.17,0.385766466,High,Clear,Sunday,Peak,64.56216239,CH2,Low,-7.936790588
2025-01-26 21:15:00,ST017,Highway,EV12485,Car,2025-01-26 21:15:00,2025-01-26 21:28:00,2025-01-26 21:55:00,13,30,40.27263831,100.0,17.91820851,50,27.0,2,72.09008204,6.12,0.264912466,High,Clear,Sunday,Peak,68.6012688,CH4,Low,-20.47064242
2025-01-26 21:30:00,ST019,Highway,EV12486,Bus,2025-01-26 21:30:00,2025-01-26 21:35:00,2025-01-27 08:32:00,5,100,23.88685743,100.0,76.11314257,7,657.0,5,82.21579168,7.8,0.352410861,High,Clear,Sunday,Peak,79.21330565,CH9,Low,-13.37083252
2025-01-26 21:45:00,ST011,Urban,EV12487,Car,2025-01-26 21:45:00,2025-01-26 22:02:00,2025-01-27 00:48:00,17,40,23.46823888,99.57811462,30.4439503,11,166.0,2,64.65195922,7.86,0.202995038,High,Cloudy,Sunday,Peak,68.1837253,CH2,Medium,-24.84054069
2025-01-26 22:00:00,ST003,Highway,EV12488,Car,2025-01-26 22:00:00,2025-01-26 22:02:00,2025-01-27 01:18:00,2,100,28.40778702,100.0,71.59221298,22,196.0,3,17.12867989,14.3,0.10280679,Low,Clear,Sunday,Off-Peak,17.96730271,CH9,High,-3.841532268
2025-01-26 22:15:00,ST007,Highway,EV12489,Bus,2025-01-26 22:15:00,2025-01-26 22:19:00,2025-01-27 00:03:00,4,60,34.30476516,98.23117887,38.35584823,22,104.0,5,31.29170267,7.74,0.396626025,Low,Rainy,Sunday,Off-Peak,35.51179888,CH1,High,-0.85955978
2025-01-26 22:30:00,ST014,Urban,EV12490,Two-Wheeler,2025-01-26 22:30:00,2025-01-26 22:39:00,2025-01-27 01:04:00,9,30,16.53045238,100.0,25.04086429,11,145.0,4,32.01747185,11.02,0.109527937,Low,Cloudy,Sunday,Off-Peak,33.3486614,CH4,High,-14.11765627
2025-01-26 22:45:00,ST020,Highway,EV12491,Car,2025-01-26 22:45:00,2025-01-26 22:56:00,2025-01-27 00:14:00,11,30,54.77278891,100.0,13.56816333,11,78.0,5,15.19390337,11.31,0.242470688,Low,Cloudy,Sunday,Off-Peak,13.66379655,CH7,High,-9.264660047
2025-01-26 23:00:00,ST009,Highway,EV12492,Two-Wheeler,2025-01-26 23:00:00,2025-01-26 23:07:00,2025-01-27 00:12:00,7,30,20.73957991,100.0,23.77812603,22,65.0,0,16.1495187,13.31,0.380449772,Low,Clear,Sunday,Off-Peak,19.88664555,CH6,High,1.183589428
2025-01-26 23:15:00,ST016,Highway,EV12493,Two-Wheeler,2025-01-26 23:15:00,2025-01-26 23:25:00,2025-01-27 03:36:00,10,100,53.68138607,99.85052716,46.16914109,11,251.0,7,22.66891719,5.98,0.243727576,Low,Cloudy,Sunday,Off-Peak,27.13188639,CH5,High,-10.72195615
2025-01-26 23:30:00,ST008,Highway,EV12494,Bus,2025-01-26 23:30:00,2025-01-26 23:49:00,2025-01-27 01:26:00,19,60,42.29700854,100.0,34.62179488,22,97.0,6,23.21569283,13.77,0.136086578,Low,Rainy,Sunday,Off-Peak,24.3858649,CH9,High,-22.56054123
2025-01-26 23:45:00,ST010,Highway,EV12495,Car,2025-01-26 23:45:00,2025-01-26 23:54:00,2025-01-27 05:30:00,9,60,36.48367405,100.0,38.10979557,7,336.0,12,38.88093931,14.49,0.261563633,Low,Clear,Sunday,Off-Peak,43.18088113,CH8,Low,-14.92927888
2025-01-27 00:00:00,ST011,Highway,EV12496,Bus,2025-01-27 00:00:00,2025-01-27 00:05:00,2025-01-27 01:59:00,5,60,32.55192647,100.0,40.46884412,22,114.0,10,28.02625655,6.14,0.315693624,Low,Clear,Monday,Off-Peak,31.26713268,CH3,Low,-6.134442586
2025-01-27 00:15:00,ST014,Highway,EV12497,Car,2025-01-27 00:15:00,2025-01-27 00:20:00,2025-01-27 05:44:00,5,75,19.23490272,98.531851,59.47271121,11,324.0,2,12.96252455,9.06,0.286934452,Low,Cloudy,Monday,Off-Peak,16.78805319,CH6,High,0.015528651
2025-01-27 00:30:00,ST018,Urban,EV12498,Car,2025-01-27 00:30:00,2025-01-27 00:48:00,2025-01-27 01:25:00,18,40,19.56269557,97.42515244,31.14498275,50,37.0,4,21.72991982,10.26,0.302756421,Low,Clear,Monday,Off-Peak,23.99874038,CH4,Low,-15.26329132
2025-01-27 00:45:00,ST010,Highway,EV12499,Bus,2025-01-27 00:45:00,2025-01-27 01:02:00,2025-01-27 03:11:00,17,75,35.29479026,98.37935787,47.31342571,22,129.0,3,26.53371267,9.15,0.107266702,Low,Rainy,Monday,Off-Peak,25.00233138,CH8,Low,-20.58874149
2025-01-27 01:00:00,ST010,Urban,EV12500,Two-Wheeler,2025-01-27 01:00:00,2025-01-27 01:12:00,2025-01-27 02:40:00,12,30,47.47517596,100.0,15.75744721,11,88.0,0,20.5208725,5.11,0.242667866,Low,Rainy,Monday,Off-Peak,18.88138296,CH3,Medium,-8.824138507
2025-01-27 01:15:00,ST006,Urban,EV12501,Bus,2025-01-27 01:15:00,2025-01-27 01:27:00,2025-01-27 10:04:00,12,75,20.03222936,100.0,59.97582798,7,517.0,0,11.44746686,6.08,0.294110507,Low,Clear,Monday,Off-Peak,14.00514087,CH3,High,-5.466178151
2025-01-27 01:30:00,ST006,Highway,EV12502,Two-Wheeler,2025-01-27 01:30:00,2025-01-27 01:39:00,2025-01-27 03:51:00,9,100,47.59427143,96.28743342,48.69316199,22,132.0,7,28.87888106,14.75,0.243284071,Low,Cloudy,Monday,Off-Peak,31.62594974,CH10,Medium,-10.97725408
2025-01-27 01:45:00,ST009,Urban,EV12503,Bus,2025-01-27 01:45:00,2025-01-27 01:52:00,2025-01-27 02:43:00,7,30,34.87164338,97.87435719,18.90081414,22,51.0,0,25.43952158,13.36,0.341352363,Low,Cloudy,Monday,Off-Peak,26.65145736,CH5,Medium,-1.847333418
2025-01-27 02:00:00,ST005,Highway,EV12504,Bus,2025-01-27 02:00:00,2025-01-27 02:14:00,2025-01-27 06:42:00,14,100,49.90762037,99.16799169,49.26037132,11,268.0,2,16.84752919,8.77,0.262192974,Low,Rainy,Monday,Off-Peak,14.15319802,CH6,High,-10.50371661
2025-01-27 02:15:00,ST011,Highway,EV12505,Bus,2025-01-27 02:15:00,2025-01-27 02:24:00,2025-01-27 03:28:00,9,75,28.05185034,99.60822948,53.66728436,50,64.0,5,28.75984037,7.58,0.378385676,Low,Cloudy,Monday,Off-Peak,30.48886397,CH10,Medium,-5.90039778
2025-01-27 02:30:00,ST014,Urban,EV12506,Bus,2025-01-27 02:30:00,2025-01-27 02:43:00,2025-01-27 05:43:00,13,75,17.83466669,100.0,61.62399998,22,180.0,10,20.66345514,10.67,0.151137859,Low,Clear,Monday,Off-Peak,17.06708245,CH7,Medium,-17.59855527
2025-01-27 02:45:00,ST005,Highway,EV12507,Bus,2025-01-27 02:45:00,2025-01-27 02:58:00,2025-01-27 03:22:00,13,30,58.22958049,87.71264968,8.844920757,22,24.0,2,24.9667264,9.7,0.389037599,Low,Clear,Monday,Off-Peak,23.49055399,CH4,Low,-7.322217322
2025-01-27 03:00:00,ST009,Highway,EV12508,Bus,2025-01-27 03:00:00,2025-01-27 03:05:00,2025-01-27 04:17:00,5,100,43.09021753,100.0,56.90978247,50,72.0,0,10.12001563,7.16,0.310019252,Low,Clear,Monday,Off-Peak,12.82964588,CH6,Medium,2.276574426
2025-01-27 03:15:00,ST013,Highway,EV12509,Two-Wheeler,2025-01-27 03:15:00,2025-01-27 03:23:00,2025-01-27 06:08:00,8,75,20.32358498,100.0,59.75731127,22,165.0,9,23.11541044,7.57,0.345040607,Low,Rainy,Monday,Off-Peak,20.20625247,CH4,Low,-6.771863881
